PA Code,NSC Code,NCES Code,AUN Code,ULCS Code,SRC School ID,School Name (ULCS),Publication Name,Publication Name Alpha List,Abbreviated Name,Year Opened,School Level,Admission Type,Current Grade Span Served,Grade Span at Scale,Phasing-In,Phasing-Out,Governance,Management Organization,School Reporting Category,Alternate Education Type,Major Intervention,Major Intervention Year,Community School Cohort,CTE Status,Title I Designation,Federal Accountability Designation,Active SAC,City Council District,GPS Location,Multiple Addresses,Street Address,City,State,Zip Code,Phone Number,Fax Number,Website,School Leader Name,Learning Network,Assistant Superintendent,FACE Liaison Name,FACE Liaison Email,FACE Liaison Phone Number,Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12
8389,N/A,421899007593,126515001,4360,436,KENDERTON ELEMENTARY,Kenderton Elementary School,Kenderton Elementary School,Kenderton,2016,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,8,"40.004940, -75.154241",N/A,1500 W. ONTARIO ST.,PHILADELPHIA,PA,19140,215-400-8340,215-400-8341,http://philasd.org/kenderton,RUTH JOHNSON PRESSLE,Network 11,AMELIA COLEMAN BROWN,Kimberly Miller,kymiller@philasd.org,215-400-5867,1,1,1,1,1,1,1,1,1,0,0,0,0
7472,N/A,421899000237,126515001,4370,437,OVERBROOK ELEMENTARY SCHOOL,Overbrook School,Overbrook Elementary School,Overbrook Elem,1990,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,4,"39.98225806, -75.24584611",N/A,2032 N. 62ND ST.,PHILADELPHIA,PA,19151,215-400-7520,215-400-7521,http://philasd.org/overbrook,MICHELLE HAYES-FLORES,Network 2,RAHSHENE DAVIS-BOWIE,Toni-Ann Phillips,tsphillips@philasd.org,215-400-5899,1,1,1,1,1,1,1,1,1,0,0,0,0
3675,N/A,421899003675,126515001,4380,438,THOMAS M. PEIRCE SCHOOL,Thomas M. Peirce School,"Peirce, Thomas M. School",Peirce,1908,Elementary,Neighborhood,00-06,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,8,"39.998839, -75.168424",N/A,2300 W. CAMBRIA ST.,PHILADELPHIA,PA,19132,215-400-7020,215-400-7021,http://philasd.org/tmpeirce,ANTHONY GORDON,Network 11,AMELIA COLEMAN BROWN,Kimberly Miller,kymiller@philasd.org,215-400-5867,1,1,1,1,1,1,1,0,0,0,0,0,0
5292,N/A,421899005292,126515001,4440,444,DR. ETHEL ALLEN SCHOOL,Dr. Ethel Allen School,"Allen, Dr. Ethel School","Allen, Ethel",1971,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,Acceleration,2010-2011,N/A,TBA,1,TBA,TBA,5,"39.99757697, -75.18345963",N/A,3200 W. LEHIGH AVE.,PHILADELPHIA,PA,19132,215-400-7040,215-400-7041,http://philasd.org/ethelallen,STEFAN FEASTER-EBERHARDT,Acceleration,ERIC BECOATS,Maryann Cobb,mcobb@philasd.org,215-227-4404,1,1,1,1,1,1,1,1,1,0,0,0,0
5040,N/A,421899005040,126515001,4460,446,TANNER DUCKREY SCHOOL,Tanner G. Duckrey School,"Duckrey, Tanner G. School",Duckrey,1968,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,5,"39.98520302, -75.15830107",N/A,1501 W. DIAMOND ST.,PHILADELPHIA,PA,19121,215-400-7350,215-400-7351,http://philasd.org/duckrey,DAVID COHEN,Network 4,JOHN TUPOONCE,Dorian Harris,dharris4@philasd.org,215-400-5865,1,1,1,1,1,1,1,1,1,0,0,0,0
5188,N/A,421899005188,126515001,4470,447,RICHARD WRIGHT SCHOOL,Richard R. Wright School,"Wright, Richard R. School",Wright,1970,Elementary,Neighborhood,00-05,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,5,"39.99043963, -75.17699812",N/A,2201 N. 28TH ST.,PHILADELPHIA,PA,19132,215-400-7030,215-400-7031,http://philasd.org/wright/,JEANNINE PAYNE,Network 4,JOHN TUPOONCE,Dorian Harris,dharris4@philasd.org,215-400-5865,1,1,1,1,1,1,0,0,0,0,0,0,0
6960,N/A,421899006960,126515001,4480,448,OVERBROOK EDUCATIONAL CENTER,Overbrook Educational Center,Overbrook Educational Center,Overbrook EC,1986,Elementary-Middle,Citywide,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,4,"39.97429952, -75.25401239",N/A,6722 LANSDOWNE AVE.,PHILADELPHIA,PA,19151,215-400-7540,215-400-7541,http://philasd.org/oec,MEREDITH FOOTE,Network 2,RAHSHENE DAVIS-BOWIE,Krystal Clark,klclark@philasd.org,215-400-5857,1,1,1,1,1,1,1,1,1,0,0,0,0
3625,N/A,421899003625,126515001,4530,453,EDWARD GIDEON SCHOOL,Edward Gideon School,"Gideon, Edward School",Gideon,1952,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,5,"39.98447594, -75.18016456",N/A,2817 W. GLENWOOD AVE.,PHILADELPHIA,PA,19121,215-400-7360,215-400-7361,http://philasd.org/gideon,SHAUNEILLE TAYLOR,Network 11,AMELIA COLEMAN BROWN,Rasheeda Hancock,rhancock@philasd.org,215-400-5864,1,1,1,1,1,1,1,1,1,0,0,0,0
3626,N/A,421899003626,126515001,4560,456,WILLIAM D. KELLEY SCHOOL,William D. Kelley School,"Kelley, William D. School",Kelley,1965,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,5,"39.98039173, -75.18032689",N/A,1601 N. 28TH ST.,PHILADELPHIA,PA,19121,215-400-7370,215-400-7371,http://philasd.org/kelley/,CRYSTAL EDWARDS,Network 4,JOHN TUPOONCE,Rasheeda Hancock,rhancock@philasd.org,215-400-5864,1,1,1,1,1,1,1,1,1,0,0,0,0
3630,N/A,421899003630,126515001,4570,457,GEN. GEORGE G. MEADE SCHOOL,General George G. Meade School,"Meade, General George G. School",Meade,1937,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,5,"39.978587, -75.164718",N/A,1600 N. 18TH ST.,PHILADELPHIA,PA,19121,215-400-7310,215-400-7311,http://philasd.org/meade,DONNA SMITH,Network 3,SONYA HARRISON,Krystal Clark,klclark@philasd.org,215-400-5857,1,1,1,1,1,1,1,1,1,0,0,0,0
3849,N/A,421899003849,126515001,5020,502,THOMAS EDISON HIGH SCHOOL,Thomas A. Edison High School,"Edison, Thomas A. High School",Edison,1985,High,Neighborhood,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,Acceleration,2014-2015,N/A,TBA,1,TBA,TBA,7,"40.01116485, -75.12863791",N/A,151 W. LUZERNE ST.,PHILADELPHIA,PA,19140,215-400-3900,215-400-3901,http://philasd.org/edison,AWILDA ORTIZ,Acceleration,ERIC BECOATS,Maria Deleon,mideleon@philasd.org,215-400-7290,0,0,0,0,0,0,0,0,0,1,1,1,1
7850,N/A,421899000899,126515001,5050,505,PHILADELPHIA MILITARY ACADEMY,Philadelphia Military Academy,Philadelphia Military Academy (PMA),PMA,2005,High,Citywide,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,5,"39.98470959, -75.15443401",N/A,2118 N. 13TH ST.,PHILADELPHIA,PA,19122,215-400-7420,215-400-7421,http://philasd.org/pma/,MARGIE GOODWIN,Network 5,EVELYN NU̱EZ,Linda Maldonado,lmaldonado@philasd.org,215-400-5863,0,0,0,0,0,0,0,0,0,1,1,1,1
3842,N/A,421899003842,126515001,5060,506,JULES MASTBAUM HIGH SCHOOL,Jules E. Mastbaum Area Vocational Technical High School,"Mastbaum, Jules E. Area Vocational Technical High School",Mastbaum,1929,High,Citywide,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,1,"39.99214686, -75.11213573",N/A,3116 FRANKFORD AVE.,PHILADELPHIA,PA,19134,215-400-7220,215-400-7221,http://philasd.org/mastbaum/,DR. WARREN BOWMAN,Network 4,JOHN TUPOONCE,Rasheeda Hancock,rhancock@philasd.org,215-400-5864,0,0,0,0,0,0,0,0,0,1,1,1,1
6548,N/A,421899006548,126515001,5070,507,PARKWAY-NORTHWEST HIGH SCHOOL,Parkway Northwest High School,Parkway Northwest High School,Parkway N.W.,1960,High,Special Admit,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,9,"40.05664074, -75.16457453",N/A,6200 CRITTENDEN ST.,PHILADELPHIA,PA,19138,215-400-3390,215-400-3391,http://philasd.org/parkwaynw,JEFFREY MACFARLAND,Network 1,DEB CARRERA,John Holland,jholland@philasd.org,215-400-5878,0,0,0,0,0,0,0,0,0,1,1,1,1
7782,N/A,421899000771,126515001,5080,508,PARKWAY C.C. MIDDLE COLLEGE,Parkway Center City Middle College High School,Parkway Center City Middle College High School,Parkway C.C.,2005,High,Special Admit,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,School Redesign Initiative,2017-2018,N/A,TBA,1,TBA,TBA,5,"39.96300501, -75.1592865",N/A,540 N. 13TH ST.,PHILADELPHIA,PA,19123,215-400-7620,215-400-7621,http://philasd.org/parkwaycc,ANH NGUYEN-BROWN,Network 1,DEB CARRERA,Dorian Harris,dharris4@philasd.org,215-400-5865,0,0,0,0,0,0,0,0,0,1,1,1,1
7808,N/A,421899000821,126515001,5090,509,PARKWAY WEST HIGH SCHOOL,Parkway West High School,Parkway West High School,Parkway W.,2004,High,Special Admit,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,3,"39.96425379, -75.21546704",N/A,4725 FAIRMOUNT AVE.,PHILADELPHIA,PA,19139,215-400-7710,215-400-7711,http://philasd.org/parkwaywest,DR. KATHLEEN MC CLADDIE,Network 13,CHERYL PROCTOR,LuQman Abdullah,labdullah@philasd.org,215-400-5852,0,0,0,0,0,0,0,0,0,1,1,1,1
7070,N/A,421899007225,126515001,5150,515,WILLIAM W. BODINE HIGH SCHOOL,William W. Bodine High School,"Bodine, William W. High School",Bodine,1935,High,Special Admit,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,5,"39.96793026, -75.14343443",N/A,1101 N. 4TH ST.,PHILADELPHIA,PA,19123,215-400-7630,215-400-7631,http://philasd.org/bodine/,KAREN THOMAS,Network 1,DEB CARRERA,Darlene Bates-Harper,dbatesharper@philasd.org,215-400-5883,0,0,0,0,0,0,0,0,0,1,1,1,1
8293,N/A,421899007502,126515001,5160,516,PENN TREATY HIGH SCHOOL,Penn Treaty High School,Penn Treaty High School,Penn Treaty,2013,Middle-High,Neighborhood,06-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,5,"39.97272711, -75.12787008",N/A,600 E. THOMPSON ST.,PHILADELPHIA,PA,19125,215-400-3800,215-400-3801,http://philasd.org/penntreaty,SAM HOWELL,Network 3,SONYA HARRISON,Krystal Clark,klclark@philasd.org,215-400-5857,0,0,0,0,0,0,1,1,1,1,1,1,1
7175,N/A,421899007229,126515001,5170,517,JULIA DE BURGOS ELEMENTARY,Julia de Burgos School,"De Burgos, Julia School",De Burgos,1903,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,7,"39.99275164, -75.13862743",N/A,401 W. LEHIGH AVE.,PHILADELPHIA,PA,19133,215-400-7080,215-400-7081,http://philasd.org/deburgos/,MARITZA HERNANDEZ,Network 4,JOHN TUPOONCE,Linda Maldonado,lmaldonado@philasd.org,215-400-5863,1,1,1,1,1,1,1,1,1,0,0,0,0
8440,N/A,421899007634,126515001,5180,518,VAUX BIG PICTURE HIGH SCHOOL,Vaux High School: A Big Picture,Vaux High School - Big Picture,Vaux High,2017,High,Neighborhood,09-10,09-12,1,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,5,"39.976325, -75.174186",N/A,2300 W. MASTER ST.,PHILADELPHIA,PA,19121,267-507-9690,N/A,http://philasd.org/vaux,GABRIEL KURILOFF,Innovation,CHRISTINA GRANT,Carmen Colon,ccolon@philasd.org,215-400-5877,0,0,0,0,0,0,0,0,0,1,1,0,0
7256,N/A,421899006524,126515001,5200,520,ALEXANDER ADAIRE SCHOOL,Alexander Adaire School,"Adaire, Alexander School",Adaire,1957,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,5,"39.97232661, -75.12930989",N/A,1300 E. PALMER ST.,PHILADELPHIA,PA,19125,215-400-7480,215-400-7481,http://philasd.org/adaire/,ANNA JENKINS,Network 3,SONYA HARRISON,Krystal Clark,klclark@philasd.org,215-400-5857,1,1,1,1,1,1,1,1,1,0,0,0,0
3684,N/A,421899003684,126515001,5210,521,H.A. BROWN ACADEMICS PLUS SCH,Henry A. Brown School,"Brown, Henry A. School","Brown, Henry",1959,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,1,"39.98661748, -75.12725674",N/A,1946 E. SERGEANT ST.,PHILADELPHIA,PA,19125,215-400-7490,215-400-7491,http://philasd.org/habrown,CONNIE CARNIVALE,Network 5,EVELYN NU̱EZ,Dalila Bedoya,dbedoya@philasd.org,215-400-5866,1,1,1,1,1,1,1,1,1,0,0,0,0
6525,N/A,421899006525,126515001,5230,523,RUSSELL H. CONWELL MIDDLE SCH.,Russell H. Conwell School,"Conwell, Russell H. School",Conwell,1926,Middle,Special Admit,05-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,7,"39.99471406, -75.11527383",N/A,1849 E. CLEARFIELD ST.,PHILADELPHIA,PA,19134,215-400-7210,215-400-7211,http://philasd.org/conwell/,ERICA GREEN,Network 5,EVELYN NU̱EZ,Melanie Wright,mrwright@philasd.org,215-400-5861,0,0,0,0,0,1,1,1,1,0,0,0,0
3687,N/A,421899003687,126515001,5250,525,"DUNBAR, PAUL L. SCHOOL",Paul L. Dunbar School,"Dunbar, Paul L. School",Dunbar,1932,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,Acceleration,2010-2011,N/A,TBA,1,TBA,TBA,5,"39.97948773, -75.15416974",N/A,1750 N. 12TH ST.,PHILADELPHIA,PA,19122,215-400-7410,215-400-7411,http://philasd.org/dunbar,DAWN MOORE,Acceleration,ERIC BECOATS,Haydee Delgado,hdelgado@philasd.org,215-400-3900,1,1,1,1,1,1,1,1,1,0,0,0,0
3688,N/A,421899003688,126515001,5260,526,LEWIS ELKIN SCHOOL,Lewis Elkin School,"Elkin, Lewis School",Elkin,1973,Elementary,Neighborhood,00-04,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,7,"39.997018, -75.121274",N/A,3199 D ST.,PHILADELPHIA,PA,19134,215-400-7140,215-400-7141,http://philasd.org/elkin/,CHARLOTTE MADDOX,Network 11,AMELIA COLEMAN BROWN,Linda Maldonado,lmaldonado@philasd.org,215-400-5863,1,1,1,1,1,0,0,0,0,0,0,0,0
5120,N/A,421899005120,126515001,5300,530,HACKETT SCHOOL,Horatio B. Hackett School,"Hackett, Horatio B. School",Hackett,1969,Elementary,Neighborhood,00-05,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,1,"39.98096374, -75.12685511",N/A,2161 E. YORK ST.,PHILADELPHIA,PA,19125,215-400-7470,215-400-7471,http://philasd.org/hackett,TODD KIMMEL,Network 5,EVELYN NU̱EZ,Rasheeda Hancock,rhancock@philasd.org,215-400-5864,1,1,1,1,1,1,0,0,0,0,0,0,0
5125,N/A,421899005125,126515001,5320,532,JOHN F. HARTRANFT SCHOOL,John F. Hartranft School,"Hartranft, John F. School",Hartranft,1968,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,5,"39.98942228, -75.14477741",N/A,720 W. CUMBERLAND ST.,PHILADELPHIA,PA,19133,215-400-7090,215-400-7091,http://philasd.org/hartranft/,JASON LYTLE,Network 5,EVELYN NU̱EZ,Carmen Colon,ccolon@philasd.org,215-400-5877,1,1,1,1,1,1,1,1,1,0,0,0,0
3693,N/A,421899003693,126515001,5330,533,WILLIAM H. HUNTER SCHOOL,William H. Hunter School,"Hunter, William H. School",Hunter,1909,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,7,"39.98725028, -75.13176356",N/A,2400 N. FRONT ST.,PHILADELPHIA,PA,19133,215-400-7110,215-400-7111,http://philasd.org/hunter,HEATHER MILLER,Network 5,EVELYN NU̱EZ,Dalila Bedoya,dbedoya@philasd.org,215-400-5866,1,1,1,1,1,1,1,1,1,0,0,0,0
3694,N/A,421899003694,126515001,5340,534,JAMES R. LUDLOW SCHOOL,James R. Ludlow School,"Ludlow, James R. School",Ludlow,1927,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,5,"39.972724, -75.145854",N/A,550 W. MASTER ST.,PHILADELPHIA,PA,19122,215-400-7430,215-400-7431,http://philasd.org/ludlow,KHARY MOODY,Network 3,SONYA HARRISON,Krystal Clark,klclark@philasd.org,215-400-5857,1,1,1,1,1,1,1,1,1,0,0,0,0
5293,N/A,421899005293,126515001,5350,535,WILLIAM MCKINLEY SCHOOL,William McKinley School,"McKinley, William School",McKinley,1970,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,7,"39.9827686, -75.14165528",N/A,2101 N. ORKNEY ST.,PHILADELPHIA,PA,19122,215-400-7440,215-400-7441,http://philasd.org/mckinley/,MARILYN CARRION-MEJIA,Network 5,EVELYN NU̱EZ,Linda Maldonado,lmaldonado@philasd.org,215-400-5863,1,1,1,1,1,1,1,1,1,0,0,0,0
3697,N/A,421899003697,126515001,5370,537,JOHN MOFFET SCHOOL,John Moffet School,"Moffet, John School",Moffet,1973,Elementary,Neighborhood,00-05,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,7,"39.97439362, -75.13498462",N/A,127 W. OXFORD ST.,PHILADELPHIA,PA,19122,215-400-7390,215-400-7391,http://philasd.org/moffet,SARAH TOUMA,Network 3,SONYA HARRISON,Melanie Wright,mrwright@philasd.org,215-400-5861,1,1,1,1,1,1,0,0,0,0,0,0,0
5121,N/A,421899005121,126515001,5390,539,POTTER-THOMAS SCHOOL,Potter-Thomas School,Potter-Thomas School,Potter-Thomas,1967,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,Acceleration,2010-2011,N/A,TBA,1,TBA,TBA,7,"39.99690701, -75.14107646",N/A,3001 N. 6TH ST.,PHILADELPHIA,PA,19133,215-400-7120,215-400-7121,http://philasd.org/potterthomas,DYWONNE DAVIS-HARRIS,Acceleration,ERIC BECOATS,Rosa Lopez,rlopez@philasd.org,215-400-7120,1,1,1,1,1,1,1,1,1,0,0,0,0
3701,N/A,421899003701,126515001,5400,540,RICHMOND SCHOOL,Richmond School,Richmond School,Richmond,1929,Elementary,Neighborhood,00-05,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,1,"39.983496, -75.110491",N/A,2944 BELGRADE ST.,PHILADELPHIA,PA,19134,215-400-7150,215-400-7151,http://philasd.org/richmond/,SUSAN ROZANSKI,Network 5,EVELYN NU̱EZ,Kimberly Miller,kymiller@philasd.org,215-400-5867,1,1,1,1,1,1,0,0,0,0,0,0,0
3702,N/A,421899003702,126515001,5410,541,ISAAC A. SHEPPARD SCHOOL,Isaac A. Sheppard School,"Sheppard, Isaac A. School",Sheppard,1898,Elementary,Neighborhood,00-04,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,7,"39.993651, -75.131630",N/A,120 W. CAMBRIA ST.,PHILADELPHIA,PA,19133,215-400-7070,215-400-7071,http://philasd.org/sheppard/,ELANA GALLI,Network 4,JOHN TUPOONCE,Kimberly Miller,kymiller@philasd.org,215-400-5867,1,1,1,1,1,0,0,0,0,0,0,0,0
3703,N/A,421899003703,126515001,5420,542,JOHN WELSH SCHOOL,John Welsh School,"Welsh, John School",Welsh,1966,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,7,"39.98653438, -75.13941869",N/A,2331 N. 4TH ST.,PHILADELPHIA,PA,19133,215-400-7130,215-400-7131,http://philasd.org/welsh/,PRERNA SRIVASTAVA,Network 5,EVELYN NU̱EZ,Linda Maldonado,lmaldonado@philasd.org,215-400-5863,1,1,1,1,1,1,1,1,1,0,0,0,0
6823,N/A,421899006823,126515001,5430,543,AMY 5 AT JAMES MARTIN,Alternative Middle Years at James Martin,Alternative Middle Years (AMY) at James Martin,AMY at Martin,1985,Middle,Citywide,06-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,6,"39.98529996, -75.09718185",N/A,3380 RICHMOND ST.,PHILADELPHIA,PA,19134,215-400-7190,215-400-7191,http://philasd.org/amymartin/,PAULA FURMAN,Network 9,JEFF RHODES,Asazina Cooper,aycooper@philasd.org,215-400-5855,0,0,0,0,0,0,1,1,1,0,0,0,0
6544,N/A,421899006544,126515001,5440,544,FRANCES E. WILLARD SCHOOL,Frances E. Willard School,"Willard, Frances E. School",Willard,1907,Elementary,Neighborhood,00-04,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,1,"39.993065, -75.115907",N/A,1930 E. ELKHART ST.,PHILADELPHIA,PA,19134,215-400-7180,215-400-7181,http://philasd.org/willard/,DIANA GARCIA,Network 5,EVELYN NU̱EZ,Kimberly Miller,kymiller@philasd.org,215-400-5867,1,1,1,1,1,0,0,0,0,0,0,0,0
5123,N/A,421899005123,126515001,5470,547,"CRAMP, WILLIAM SCHOOL",William Cramp School,"Cramp, William School",Cramp,1969,Elementary,Neighborhood,00-05,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,7,"40.00260657, -75.13036297",N/A,3449 N. MASCHER ST.,PHILADELPHIA,PA,19140,215-400-3860,215-400-3861,http://philasd.org/cramp,DEANDA LOGAN,Network 11,AMELIA COLEMAN BROWN,Linda Maldonado,lmaldonado@philasd.org,215-400-5863,1,1,1,1,1,1,0,0,0,0,0,0,0
3645,N/A,421899003645,126515001,5480,548,GEN. PHILIP KEARNY SCHOOL,General Philip Kearny School,"Kearny, General Philip School",Kearny,1898,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,5,"39.96385753, -75.14812935",N/A,601 FAIRMOUNT AVE.,PHILADELPHIA,PA,19123,215-400-7590,215-400-7591,http://philasd.org/kearny,SABRINA SCOTT-FEGGINS,Network 3,SONYA HARRISON,Krystal Clark,klclark@philasd.org,215-400-5857,1,1,1,1,1,1,1,1,1,0,0,0,0
7404,N/A,421899000105,126515001,5490,549,CAYUGA SCHOOL,Cayuga School,Cayuga School,Cayuga,1950,Elementary,Neighborhood,00-05,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,7,"40.017954, -75.135294",N/A,4344-4358 N. 5TH ST.,PHILADELPHIA,PA,19140,215-400-3850,215-400-3851,http://philasd.org/cayuga,JASON CARRION,Network 11,AMELIA COLEMAN BROWN,Dalila Bedoya,dbedoya@philasd.org,215-400-5866,1,1,1,1,1,1,0,0,0,0,0,0,0
7521,N/A,421899000329,126515001,5500,550,THURGOOD MARSHALL SCHOOL,Thurgood Marshall School,"Marshall, Thurgood School","Marshall, Thurgood",1997,Elementary-Middle,Neighborhood,00-08,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,8,"40.02938155, -75.13416332",N/A,5120 N. 6TH ST.,PHILADELPHIA,PA,19120,215-400-3770,215-400-3771,http://philasd.org/thurgoodmarshall/,KEITH ARRINGTON,Network 7,RANDI KLEIN-DAVILA,Carmen Colon,ccolon@philasd.org,215-400-5877,1,1,1,1,1,1,1,1,1,0,0,0,0
7852,N/A,421899000901,126515001,5520,552,KENSINGTON CAPA,Kensington High School for Creative and Performing Arts,Kensington High School for Creative and Performing Arts (CAPA),Kensington CAPA,2005,High,Neighborhood,09-12,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,7,"39.97794956, -75.1330532",N/A,1901 N. FRONT ST.,PHILADELPHIA,PA,19122,215-400-7400,215-400-7401,http://philasd.org/kcapa/,LISETTE AGOSTO-CINTRON,Network 5,EVELYN NU̱EZ,Linda Maldonado,lmaldonado@philasd.org,215-400-5863,0,0,0,0,0,0,0,0,0,1,1,1,1
3800,N/A,421899003800,126515001,5530,553,PHILIP H. SHERIDAN SCHOOL,Philip H. Sheridan School,"Sheridan, Philip H. School",Sheridan,1899,Elementary,Neighborhood,00-04,N/A,0,0,District,Phila Board of Education,SDP K12 Schools,N/A,N/A,N/A,N/A,TBA,1,TBA,TBA,7,"39.99974725, -75.11478572",N/A,800 E. ONTARIO ST.,PHILADELPHIA,PA,19134,215-400-7160,215-400-7161,http://philasd.org/sheridan,AWILDA BALBUENA,Network 5,EVELYN NU̱EZ,Dalila Bedoya,dbedoya@philasd.org,215-400-5866,1,1,1,1,1,0,0,0,0,0,0,0,0
